,JP/US,JGB10,Nikkei/Close,S&P/Close,S&P/Volume,S&P/AdjClose,VIX/Close,JP/US.Lag,JGB10.Lag,Nikkei/Close.Lag,S&P/Close.Lag,S&P/Volume.Lag,S&P/AdjClose.Lag,VIX/Close.Lag,JP/US.MA30,JGB10.MA30,Nikkei/Close.MA30,S&P/Close.MA30,S&P/Volume.MA30,S&P/AdjClose.MA30,VIX/Close.MA30,JP/US.MA120,JGB10.MA120,Nikkei/Close.MA120,S&P/Close.MA120,S&P/Volume.MA120,S&P/AdjClose.MA120,VIX/Close.MA120
2001-07-04,125.125,1.254,12629.02,1226.8449705,778505000.0,1226.8449705,12629.02,0.005181555269922811,-0.014150943396226467,-0.014697977204442991,-0.006160622788991432,0.25139444792721544,-0.006160622788991432,-0.014697977204442991,122.12566666666666,1.2003666666666668,13086.640999999996,1244.2244914333335,1118133166.6666667,1244.2244914333335,13086.640999999996,120.90345833333328,1.2904333333333333,13327.052749999997,1247.2748336833326,1184967875.0,1247.2748336833326,13327.052749999997
2001-07-05,125.77,1.233,12607.3,1219.23999,934900000.0,1219.23999,12607.3,0.0051548451548451,-0.01674641148325351,-0.001719848412624403,-0.0061988113273192536,0.20089145220647264,-0.0061988113273192536,-0.001719848412624403,122.313,1.1995,13043.691333333329,1241.7601563,1112606500.0,1241.7601563,13043.691333333329,120.97004166666662,1.2882083333333334,13316.497583333332,1246.2020838416659,1180717041.6666667,1246.2020838416659,13316.497583333332
2001-07-06,125.85,1.233,12306.08,1190.589966,1056700000.0,1190.589966,12306.08,0.0006360817365032023,0.0,-0.023892506722295814,-0.023498264685363535,0.13028131350946626,-0.023498264685363535,-0.023892506722295814,122.48299999999999,1.1988999999999999,12995.029999999997,1238.8501546666669,1120226500.0,1238.8501546666669,12995.029999999997,121.04187499999995,1.2861166666666668,13302.472249999997,1244.9358332333325,1177791208.3333333,1244.9358332333325,13302.472249999997
2001-07-09,125.43,1.326,12239.68,1198.780029,1045700000.0,1198.780029,12239.68,-0.0033373063170439865,0.07542579075425793,-0.005395706837595715,0.006878995484495887,-0.010409766253430486,0.006878995484495887,-0.005395706837595715,122.64983333333332,1.2019666666666666,12945.093666666662,1236.3791544833337,1124181500.0,1236.3791544833337,12945.093666666662,121.11529166666661,1.2851666666666666,13287.532749999997,1243.7348332749991,1176805375.0,1243.7348332749991,13287.532749999997
2001-07-10,125.53,1.334,12300.41,1181.52002,1263800000.0,1181.52002,12300.41,0.0007972574344254912,0.006033182503770718,0.0049617310256477865,-0.014397978430119585,0.20856842306588885,-0.014397978430119585,0.0049617310256477865,122.83083333333333,1.2047666666666668,12895.977666666662,1233.498820016667,1132108166.6666667,1233.498820016667,12895.977666666662,121.18679166666661,1.2842,13273.497333333331,1242.2441665749989,1177065375.0,1242.2441665749989,13273.497333333331
2001-07-11,124.06,1.278,12005.11,1180.180054,1384100000.0,1180.180054,12005.11,-0.01171034812395444,-0.04197901049475261,-0.024007329836972846,-0.0011341035084618811,0.09518911220129778,-0.0011341035084618811,-0.024007329836972846,122.95716666666665,1.2056666666666667,12846.369666666662,1231.23548995,1139624833.3333333,1231.23548995,12846.369666666662,121.2357916666666,1.2826916666666668,13257.76008333333,1240.7098332833323,1177691208.3333333,1240.7098332833323,13257.76008333333
2001-07-12,124.1,1.258,12407.95,1208.140015,1394000000.0,1208.140015,12407.95,0.0003224246332418357,-0.015649452269170583,0.03355571085979214,0.023691267197098353,0.007152662379885877,0.023691267197098353,0.03355571085979214,123.13116666666664,1.2070666666666667,12817.896666666662,1229.6461589166668,1145204833.3333333,1229.6461589166668,12817.896666666662,121.29570833333328,1.281225,13246.131499999998,1239.465083324999,1178824541.6666667,1239.465083324999,13246.131499999998
2001-07-13,124.75,1.291,12355.15,1215.680054,1121700000.0,1215.680054,12355.15,0.0052377115229653715,0.026232114467408474,-0.004255336296487444,0.0062410307633093964,-0.19533715925394546,0.0062410307633093964,-0.004255336296487444,123.31849999999999,1.2094333333333334,12787.673666666662,1228.1464925833332,1148761500.0,1228.1464925833332,12787.673666666662,121.35895833333328,1.2802000000000002,13234.957249999998,1238.304500849999,1179022041.6666667,1238.304500849999,13234.957249999998
2001-07-16,125.44,1.331,12343.37,1202.449951,1039800000.0,1202.449951,12343.37,0.005531062124248587,0.030983733539891478,-0.000953448561935577,-0.010882882347594935,-0.07301417491307838,-0.010882882347594935,-0.000953448561935577,123.51649999999998,1.2133,12755.37433333333,1225.9911581166666,1155538166.6666667,1225.9911581166666,12755.37433333333,121.43204166666662,1.2793416666666668,13222.44133333333,1236.9568334083322,1178911208.3333333,1236.9568334083322,13222.44133333333
2001-07-17,124.89,1.351,12128.57,1214.439941,1238100000.0,1214.439941,12128.57,-0.0043845663265306145,0.015026296018031626,-0.01740205470629186,0.0099713006682971,0.19070975187536066,0.0099713006682971,-0.01740205470629186,123.67049999999998,1.2184333333333333,12720.259999999997,1223.6868246166664,1159581500.0,1223.6868246166664,12720.259999999997,121.50820833333327,1.2782916666666668,13208.290666666666,1235.6294164166654,1179647041.6666667,1235.6294164166654,13208.290666666666
2001-07-18,124.35,1.345,11892.58,1207.709961,1316300000.0,1207.709961,11892.58,-0.004323804948354604,-0.004441154700222105,-0.019457363893682467,-0.0055416326265245175,0.06316129553347882,-0.0055416326265245175,-0.019457363893682467,123.80383333333332,1.2222666666666666,12677.517999999995,1221.6094890166664,1168061500.0,1221.6094890166664,12677.517999999995,121.57454166666662,1.277375,13192.032583333332,1234.3102493416654,1179822041.6666667,1234.3102493416654,13192.032583333332
2001-07-19,123.61,1.36,11908.39,1215.02002,1343500000.0,1215.02002,11908.39,-0.0059509449135504155,0.01115241635687747,0.0013294003487889228,0.006052826619022955,0.020663982374838463,0.006052826619022955,0.0013294003487889228,123.92716666666665,1.2270666666666665,12631.880666666662,1219.5448243166663,1176524833.3333333,1219.5448243166663,12631.880666666662,121.64354166666662,1.2766166666666667,13176.439583333331,1232.9898330833319,1181694541.6666667,1232.9898330833319,13176.439583333331
2001-07-20,122.85,1.362,11759.009999999998,1210.849976,1170900000.0,1210.849976,11759.009999999998,-0.0061483698729876135,0.0014705882352941124,-0.012544097060979809,-0.00343207842781057,-0.12847041310011165,-0.00343207842781057,-0.012544097060979809,124.00216666666665,1.2318333333333333,12576.173666666664,1217.7411581499996,1191348166.6666667,1217.7411581499996,12576.173666666664,121.70354166666662,1.2755166666666669,13160.234416666666,1231.8346664583319,1182715375.0,1231.8346664583319,13160.234416666666
2001-07-23,124.19,1.364,11609.63,1191.030029,986900000.0,1191.030029,11609.63,0.010907610907610943,0.001468428781204123,-0.012703450375499248,-0.01636862319267207,-0.15714407720556833,-0.01636862319267207,-0.012703450375499248,124.07449999999999,1.2374333333333332,12522.278666666663,1215.6291586166665,1195241500.0,1215.6291586166665,12522.278666666663,121.7802083333333,1.2747500000000003,13145.435333333331,1230.4739995416649,1182497875.0,1230.4739995416649,13145.435333333331
2001-07-24,124.0,1.394,11883.25,1171.650024,1198700000.0,1171.650024,11883.25,-0.0015299138416942082,0.021994134897360462,0.023568365227832455,-0.016271634239374833,0.21461140946397816,-0.016271634239374833,0.023568365227832455,124.14983333333333,1.2446666666666666,12490.383666666665,1212.82249355,1197314833.3333333,1212.82249355,12490.383666666665,121.85620833333331,1.274116666666667,13133.88033333333,1228.9689163249982,1183657041.6666667,1228.9689163249982,13133.88033333333
2001-07-25,123.64,1.385,11891.61,1190.48999,1280700000.0,1190.48999,11891.61,-0.002903225806451637,-0.0064562410329984665,0.000703511244819488,0.016079857990085378,0.06840744139484434,0.016079857990085378,0.000703511244819488,124.20816666666666,1.2521999999999998,12459.322333333332,1211.1188273500002,1204551500.0,1211.1188273500002,12459.322333333332,121.91812499999997,1.2737416666666668,13121.593666666664,1227.7155827833315,1184677041.6666667,1227.7155827833315,13121.593666666664
2001-07-26,123.83,1.337,11858.56,1202.930054,1213900000.0,1202.930054,11858.56,0.0015367195082496288,-0.034657039711191384,-0.0027792704267968205,0.010449532633197478,-0.05215897556024052,0.010449532633197478,-0.0027792704267968205,124.28849999999998,1.2588,12426.385666666665,1210.55416265,1203584833.3333333,1210.55416265,12426.385666666665,121.98087499999998,1.2729333333333335,13110.92975,1226.635582991665,1185566208.3333333,1226.635582991665,13110.92975
2001-07-27,123.29,1.316,11798.08,1205.819946,1015300000.0,1205.819946,11798.08,-0.004360817249454807,-0.015706806282722474,-0.005100113335851919,0.002402377420358537,-0.16360490979487607,0.002402377420358537,-0.005100113335851919,124.29916666666666,1.2636,12393.309,1210.2694946833333,1182909833.3333333,1210.2694946833333,12393.309,122.02854166666665,1.272166666666667,13097.390166666666,1225.7277491249984,1185064541.6666667,1225.7277491249984,13097.390166666666
2001-07-30,125.18,1.323,11579.27,1204.52002,909100000.0,1204.52002,11579.27,0.015329710438802824,0.005319148936170137,-0.01854623803195088,-0.0010780432056314293,-0.10459962572638626,-0.0010780432056314293,-0.01854623803195088,124.36516666666667,1.2685333333333335,12356.025,1210.1391602166666,1176159833.3333333,1210.1391602166666,12356.025,122.09154166666666,1.2716250000000002,13082.644375,1224.679498799998,1183981208.3333333,1224.679498799998,13082.644375
2001-07-31,125.0,1.333,11860.77,1211.22998,1129200000.0,1211.22998,11860.77,-0.001437929381690406,0.0075585789871503994,0.024310686252242197,0.005570650457100923,0.24210757892421086,0.005570650457100923,0.024310686252242197,124.43283333333333,1.2740666666666667,12332.242,1210.0941610166667,1174303166.6666667,1210.0941610166667,12332.242,122.15570833333332,1.2713333333333336,13070.861625,1223.7830815583316,1184431208.3333333,1223.7830815583316,13070.861625
2001-08-01,124.87,1.333,11959.33,1215.930054,1340300000.0,1215.930054,11959.33,-0.0010399999999999299,0.0,0.008309747174930493,0.0038804141885588894,0.18694651080410907,0.0038804141885588894,0.008309747174930493,124.48516666666666,1.2784666666666666,12308.398333333334,1209.8538289833334,1173976500.0,1209.8538289833334,12308.398333333334,122.22420833333334,1.270891666666667,13059.822208333333,1222.9498316416648,1186014541.6666667,1222.9498316416648,13059.822208333333
2001-08-02,123.72,1.337,12399.2,1220.75,1218300000.0,1220.75,12399.2,-0.009209577961079574,0.0030007501875468634,0.036780488539073675,0.003963999396300766,-0.09102439752294267,0.003963999396300766,0.036780488539073675,124.46249999999999,1.2836333333333334,12289.624000000002,1209.3108276833334,1163025833.3333333,1209.3108276833334,12289.624000000002,122.29129166666667,1.2705500000000003,13052.087291666667,1222.0676650999983,1186552875.0,1222.0676650999983,13052.087291666667
2001-08-03,123.46,1.366,12241.97,1214.349976,939900000.0,1214.349976,12241.97,-0.0021015195602974712,0.02169035153328358,-0.012680656816568936,-0.005242698341183738,-0.22851514405318885,-0.005242698341183738,-0.012680656816568936,124.43616666666665,1.2901333333333334,12262.869333333334,1208.9441610166666,1154715833.3333333,1208.9441610166666,12262.869333333334,122.35795833333333,1.2704583333333337,13044.307958333335,1221.3411646583315,1183908708.3333333,1221.3411646583315,13044.307958333335
2001-08-06,123.85,1.395,12243.9,1200.47998,811700000.0,1200.47998,12243.9,0.0031589178681354912,0.021229868228404003,0.00015765436445280834,-0.011421745192178312,-0.1363974890945845,-0.011421745192178312,0.00015765436445280834,124.43049999999998,1.2985000000000002,12241.117000000002,1208.3401611500003,1146769166.6666667,1208.3401611500003,12241.117000000002,122.42741666666667,1.2708750000000004,13037.010541666667,1220.5932062833317,1180800375.0,1220.5932062833317,13037.010541666667
2001-08-07,123.83,1.43,12319.46,1204.400024,1012000000.0,1204.400024,12319.46,-0.00016148566814688792,0.02508960573476693,0.006171236289090887,0.0032653972288649857,0.24676604656892942,0.0032653972288649857,0.006171236289090887,124.43083333333331,1.308166666666667,12219.138333333336,1207.928161616667,1140539166.6666667,1207.928161616667,12219.138333333336,122.49625,1.2712750000000004,13029.269708333331,1219.9720403083318,1179965375.0,1219.9720403083318,13029.269708333331
2001-08-08,123.2,1.366,12163.67,1183.530029,1124600000.0,1183.530029,12163.67,-0.005087620124364034,-0.044755244755244616,-0.012645846490024648,-0.01732812569256481,0.11126482213438726,-0.01732812569256481,-0.012645846490024648,124.3958333333333,1.3159333333333334,12196.961333333336,1207.0101643833336,1139289166.6666667,1207.0101643833336,12196.961333333336,122.55250000000001,1.2713666666666674,13021.466291666664,1219.3742070499984,1179266208.3333333,1219.3742070499984,13021.466291666664
2001-08-09,123.03,1.354,11754.56,1183.430054,1104200000.0,1183.430054,11754.56,-0.0013798701298701754,-0.008784773060029338,-0.033633763494077096,-8.447187443527682e-05,-0.018139783033967682,-8.447187443527682e-05,-0.033633763494077096,124.34249999999997,1.3235666666666668,12166.117333333335,1205.58450115,1131852500.0,1205.58450115,12166.117333333335,122.60666666666667,1.2707916666666674,13010.476291666662,1218.7959579499984,1177085375.0,1218.7959579499984,13010.476291666662
2001-08-10,121.97,1.314,11735.06,1190.160034,960900000.0,1190.160034,11735.06,-0.00861578476794278,-0.02954209748892178,-0.0016589306618027821,0.005686842223799227,-0.12977721427277666,0.005686842223799227,-0.0016589306618027821,124.25049999999996,1.3279333333333334,12124.984333333336,1204.4438354500003,1102803833.3333333,1204.4438354500003,12124.984333333336,122.65516666666667,1.2700166666666672,12997.885124999997,1218.331791691665,1174832041.6666667,1218.331791691665,12997.885124999997
2001-08-13,122.46,1.303,11477.56,1191.290039,837600000.0,1191.290039,11477.56,0.004017381323276226,-0.008371385083713934,-0.021942793645707837,0.0009494563484897522,-0.12831720262254132,0.0009494563484897522,-0.021942793645707837,124.1918333333333,1.3292666666666666,12082.530333333336,1202.9295043833336,1093113833.3333333,1202.9295043833336,12082.530333333336,122.70375,1.269308333333334,12983.521958333331,1217.695458483332,1172388708.3333333,1217.695458483332,12983.521958333331
2001-08-14,121.6,1.299,11917.95,1186.72998,964600000.0,1186.72998,11917.95,-0.007022701290217204,-0.003069838833461236,0.03836965348035659,-0.003827832728147129,0.1516236867239733,-0.003827832728147129,0.03836965348035659,124.0958333333333,1.3301666666666667,12052.548333333338,1201.3388386833335,1104530166.6666667,1201.3388386833335,12052.548333333338,122.74875,1.2688250000000005,12974.006041666664,1217.1020421416654,1171142875.0,1217.1020421416654,12974.006041666664
2001-08-15,119.92,1.295,11755.4,1178.02002,1065600000.0,1178.02002,11755.4,-0.013815789473684115,-0.003079291762894565,-0.01363909061541635,-0.007339462343405323,0.10470661414057636,-0.007339462343405323,-0.01363909061541635,123.9223333333333,1.3315333333333335,12023.427666666672,1199.7113403333335,1114100000.0,1199.7113403333335,12023.427666666672,122.77074999999999,1.268591666666667,12964.604874999995,1216.5860427999987,1169812041.6666667,1216.5860427999987,12964.604874999995
2001-08-16,120.11,1.302,11515.02,1181.660034,1055400000.0,1181.660034,11515.02,0.0015843895930620633,0.005405405405405572,-0.02044847474352207,0.00308994239333904,-0.009572072072072113,0.00308994239333904,-0.02044847474352207,123.73366666666665,1.3338333333333336,11987.018333333339,1198.4586751333334,1118116666.6666667,1198.4586751333334,11987.018333333339,122.79391666666668,1.2694833333333337,12954.882874999998,1216.0896265833321,1167816208.3333333,1216.0896265833321,12954.882874999998
2001-08-17,120.37,1.329,11445.54,1161.969971,974300000.0,1161.969971,11445.54,0.002164682374490079,0.020737327188939947,-0.006033858386698343,-0.016663052344546014,-0.0768429031646769,-0.016663052344546014,-0.006033858386698343,123.55099999999997,1.3370333333333337,11958.333666666671,1197.5046753,1115370000.0,1197.5046753,11958.333666666671,122.80483333333335,1.270416666666667,12948.08070833333,1215.4878758916655,1165152041.6666667,1215.4878758916655,12948.08070833333
2001-08-20,120.72,1.344,11257.94,1171.410034,897100000.0,1171.410034,11257.94,0.002907701254465378,0.011286681715575675,-0.016390663961682872,0.008124188434814661,-0.07923637483321355,0.008124188434814661,-0.016390663961682872,123.39399999999998,1.3376333333333337,11925.609000000004,1196.5923421333332,1110416666.6666667,1196.5923421333332,11925.609000000004,122.81850000000001,1.271416666666667,12939.21220833333,1214.9045425583322,1164884541.6666667,1214.9045425583322,12939.21220833333
2001-08-21,119.91,1.354,11280.38,1157.26001,1041600000.0,1157.26001,11280.38,-0.006709741550695814,0.007440476190476275,0.0019932598681462466,-0.01207947993383851,0.16107457362612854,-0.01207947993383851,0.0019932598681462466,123.20666666666664,1.3383000000000003,11891.608000000006,1195.7836751333332,1103010000.0,1195.7836751333332,11891.608000000006,122.82716666666667,1.2728000000000006,12927.48420833333,1214.100042233332,1164466208.3333333,1214.100042233332,12927.48420833333
2001-08-22,119.91,1.319,11396.43,1165.310059,1110800000.0,1165.310059,11396.43,0.0,-0.025849335302806642,0.010287773993429505,0.006956128208387646,0.06643625192012292,0.006956128208387646,0.010287773993429505,123.0683333333333,1.339666666666667,11871.318666666672,1195.2880086333332,1093900000.0,1195.2880086333332,11871.318666666672,122.82758333333332,1.2743916666666673,12916.422041666663,1213.2952092666653,1164287875.0,1213.2952092666653,12916.422041666663
2001-08-23,119.84,1.344,11126.92,1162.089966,986200000.0,1162.089966,11126.92,-0.0005837711617046049,0.018953752843063,-0.02364863382655802,-0.0027632928894162356,-0.11217140799423841,-0.0027632928894162356,-0.02364863382655802,122.9263333333333,1.3425333333333336,11828.61766666667,1193.753007,1080306666.6666667,1193.753007,11828.61766666667,122.83033333333333,1.2759083333333339,12903.725041666661,1212.4397923999989,1163222041.6666667,1212.4397923999989,12903.725041666661
2001-08-24,120.13,1.339,11166.31,1184.930054,1043600000.0,1184.930054,11166.31,0.002419893190921174,-0.0037202380952381375,0.0035400631980817554,0.019654319947892906,0.058203204218211235,0.019654319947892906,0.0035400631980817554,122.77233333333331,1.3441333333333338,11788.98966666667,1192.7280070000002,1077703333.3333333,1192.7280070000002,11788.98966666667,122.83383333333333,1.2769833333333338,12891.545124999997,1212.0357091499986,1162869541.6666667,1212.0357091499986,12891.545124999997
2001-08-27,120.12,1.366,11275.01,1179.209961,842600000.0,1179.209961,11275.01,-8.324315325058951e-05,0.020164301717699784,0.009734639285493563,-0.004827367641398239,-0.1926025297048678,-0.004827367641398239,0.009734639285493563,122.59499999999997,1.3453000000000004,11753.37766666667,1191.9533406666667,1071130000.0,1191.9533406666667,11753.37766666667,122.82958333333335,1.2784916666666672,12884.07545833333,1212.0277918749987,1159649541.6666667,1212.0277918749987,12884.07545833333
2001-08-28,120.48,1.335,11189.4,1161.51001,987100000.0,1161.51001,11189.4,0.0029970029970030065,-0.022693997071742467,-0.007592897922041764,-0.015010008043851664,0.17149299786375494,-0.015010008043851664,-0.007592897922041764,122.44799999999996,1.344766666666667,11722.072000000006,1190.1890096333334,1062763333.3333334,1190.1890096333334,11722.072000000006,122.83191666666667,1.2797916666666673,12878.822958333329,1211.7265416749985,1156534541.6666667,1211.7265416749985,12878.822958333329
2001-08-29,119.79,1.335,10979.76,1148.560059,963700000.0,1148.560059,10979.76,-0.005727091633466075,0.0,-0.018735589039626688,-0.011149237534336942,-0.023705804882990567,-0.011149237534336942,-0.018735589039626688,122.29599999999998,1.3444333333333338,11691.64466666667,1188.2173462333335,1051010000.0,1188.2173462333335,11691.64466666667,122.82208333333334,1.2813666666666674,12871.624374999994,1211.5752924916656,1152920375.0,1211.5752924916656,12871.624374999994
2001-08-30,119.4,1.317,10938.45,1129.030029,1157000000.0,1129.030029,10938.45,-0.0032556974705735264,-0.013483146067415741,-0.0037623773197228427,-0.017003925782517526,0.20058109370135924,-0.017003925782517526,-0.0037623773197228427,122.15566666666663,1.3430000000000004,11659.313333333337,1185.3510132000001,1044793333.3333334,1185.3510132000001,11659.313333333337,122.79850000000002,1.2828166666666676,12861.50454166666,1211.204208908332,1152066208.3333333,1211.204208908332,12861.50454166666
2001-08-31,118.75,1.328,10713.51,1133.579956,920100000.0,1133.579956,10713.51,-0.005443886097152517,0.008352315869400329,-0.02056415671324552,0.004029943299231897,-0.2047536732929991,0.004029943299231897,-0.02056415671324552,122.01899999999998,1.3418666666666672,11624.463333333339,1182.7753458666668,1036433333.3333334,1182.7753458666668,11624.463333333339,122.76433333333334,1.2843833333333343,12848.84229166666,1211.0629582999986,1146870708.3333333,1211.0629582999986,12848.84229166666
2001-09-03,119.12,1.357,10409.68,1133.2599485,1049200000.0,1133.2599485,10409.68,0.003115789473684183,0.0218373493975903,-0.028359519895907126,-0.0002822981284259507,0.14031083577871972,-0.0002822981284259507,-0.028359519895907126,121.84999999999997,1.341633333333334,11584.465000000004,1180.849676516667,1038510000.0,1180.849676516667,11584.465000000004,122.73558333333335,1.286200000000001,12833.998208333327,1210.7500407124985,1146229041.6666667,1210.7500407124985,12833.998208333327
2001-09-04,119.49,1.342,10772.59,1132.939941,1178300000.0,1132.939941,10772.59,0.0031061114842174664,-0.011053795136330091,0.03486274313907822,-0.0002823778431625401,0.12304613038505519,-0.0002823778431625401,0.03486274313907822,121.69966666666663,1.3399000000000005,11547.443000000005,1179.5593404166668,1037830000.0,1179.5593404166668,11547.443000000005,122.70858333333335,1.2882166666666677,12818.374333333328,1210.669373595832,1145749041.6666667,1210.669373595832,12818.374333333328
2001-09-05,120.76,1.329,10598.79,1131.73999,1384500000.0,1131.73999,10598.79,0.010628504477362188,-0.009687034277198303,-0.016133538916824897,-0.001059147935892235,0.17499787829924474,-0.001059147935892235,-0.016133538916824897,121.60366666666664,1.338033333333334,11504.349000000006,1177.6010070833333,1041290000.0,1177.6010070833333,11504.349000000006,122.68475000000002,1.290450000000001,12797.498083333328,1210.7493733874985,1146067375.0,1210.7493733874985,12797.498083333328
2001-09-06,120.95,1.357,10650.33,1106.400024,1359700000.0,1106.400024,10650.33,0.0015733686651209222,0.021068472535741067,0.004862819246347794,-0.0223902718149952,-0.017912603828096785,-0.0223902718149952,0.004862819246347794,121.50766666666664,1.3387000000000004,11464.074666666673,1174.383339416667,1046150000.0,1174.383339416667,11464.074666666673,122.66066666666669,1.2927750000000011,12779.134416666662,1210.6562072874985,1143031958.3333333,1210.6562072874985,12779.134416666662
2001-09-07,120.07,1.364,10516.79,1085.780029,1424300000.0,1085.780029,10516.79,-0.00727573377428703,0.005158437730287568,-0.012538578616812734,-0.018637016045473298,0.04751048025299709,-0.018637016045473298,-0.012538578616812734,121.40033333333331,1.3403000000000003,11421.365000000003,1170.3820088500001,1059783333.3333334,1170.3820088500001,11421.365000000003,122.63925000000002,1.2945666666666678,12756.653166666661,1210.205791229165,1143526958.3333333,1210.205791229165,12756.653166666661
2001-09-10,121.08,1.369,10195.69,1092.540039,1276600000.0,1092.540039,10195.69,0.00841175980677944,0.003665689149560114,-0.03053213005108979,0.0062259480000068645,-0.10370006318893488,0.0062259480000068645,-0.03053213005108979,121.26366666666665,1.3418333333333337,11375.245666666671,1166.649342816667,1072033333.3333334,1166.649342816667,11375.245666666671,122.62483333333336,1.2963416666666676,12726.097999999994,1209.7045420458319,1144881958.3333333,1209.7045420458319,12726.097999999994
